FileName,e_lfanew,SizeOfCode,SizeOfInitializedData,AddressOfEntryPoint,ImageBase,SectionAlignment,FileAlignment,SizeOfImage,DllCharacteristics,BaseOfCode,NumberOfRvaAndSizes,LoaderFlags,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,SizeOfHeaders,CheckSum,Subsystem,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,ShannonEntropy
/home/kali/Desktop/Virusshare/VirusShare_017093eddd9f52136a25294a362123d0,240,12288,180224,16135,1979711488,4096,2048,204800,0,4096,16,0,4,0,0,0,5,0,2048,116722,2,1048576,4096,1048576,4096,6.8686061467248996
/home/kali/Desktop/Virusshare/VirusShare_01740002d0e04e8ecf1af9167b89196f,208,210944,9728,8400,268435456,4096,512,233472,0,4096,16,0,5,0,0,0,5,0,1024,260654,2,1048576,4096,1048576,4096,7.520828344833718
/home/kali/Desktop/Virusshare/VirusShare_01752ce0be21fda7103c357c63c63d10,208,126976,438272,4101,268435456,4096,4096,569344,0,4096,16,0,4,0,0,0,4,0,4096,229159,2,1048576,4096,1048576,4096,5.904276677712808
/home/kali/Desktop/Virusshare/VirusShare_01789ced6dfd6f13a27a7fecdd9ddfc0,216,3072,22016,6000,4194304,4096,512,114688,32768,4096,16,0,5,0,0,0,5,0,1024,0,2,1048576,4096,1048576,4096,7.023160255949284
/home/kali/Desktop/Virusshare/VirusShare_0178e7d6069cc5b8624e2c627fb75ee0,240,51712,268288,10024,4194304,4096,512,48349184,32768,4096,16,0,5,0,0,0,5,0,1024,0,2,1048576,4096,1048576,4096,6.783282421968196
/home/kali/Desktop/Virusshare/VirusShare_0179561d692673f0fded0ef40b236d3c,240,111616,351232,32493,16777216,4096,512,479232,0,4096,16,0,4,0,0,0,5,0,1024,320632,2,1048576,4096,1048576,4096,6.790856905812681
/home/kali/Desktop/Virusshare/VirusShare_018064ead087a60ea85b05a3753d8de6,128,17408,6144,4096,4194304,4096,512,36864,0,4096,16,0,4,0,0,0,4,0,1024,0,2,1048576,4096,1048576,4096,7.26220918683706
/home/kali/Desktop/Virusshare/VirusShare_0185d8552d152c9e33649052e0ed9707,208,2048,207360,4384,268435456,4096,512,229376,1024,4096,16,0,5,0,0,0,5,0,1024,268662,2,1048576,4096,1048576,4096,7.349154891877856
/home/kali/Desktop/Virusshare/VirusShare_018788a83d514731c90cc9e7dc4c35c8,128,293888,328704,4096,1835794432,4096,512,352256,0,4096,16,0,4,0,1,0,4,0,1024,367569,3,2097152,4096,1048576,4096,3.9484948726107625
/home/kali/Desktop/Virusshare/VirusShare_0189a9c429a0b14efa4b0286d72952f0,216,29696,195584,5360,4194304,4096,512,1306624,32768,4096,16,0,5,0,0,0,5,0,1024,0,2,1048576,4096,1048576,4096,7.466405904033542
/home/kali/Desktop/Virusshare/VirusShare_0190c8a648df827549325033e9036434,256,133120,310272,136624,4194304,4096,512,327680,0,4096,16,0,8,1,9,4,4,0,4096,0,2,1048576,4096,1048576,4096,6.780846175682843
/home/kali/Desktop/Virusshare/VirusShare_0190dafc8304111a00fccf57340ea6a4,208,168448,356864,171960,4194304,4096,512,380928,0,4096,16,0,10,2,7,3,4,0,4096,0,2,1048576,4096,1048576,4096,7.555875975667249
/home/kali/Desktop/Virusshare/VirusShare_01a8d99cc288fdff1aca1c4f00704321,224,212992,23552,4304,268435456,4096,512,258048,0,4096,16,0,5,0,0,0,5,0,1024,242666,2,1048576,4096,1048576,4096,5.4043174577889435
